title,abstract,publication_year,doi,type,oa_url,concepts,topics,keywords,pdf_url,authorships,cited_by_count
New crustal models of Drake Passage and the hydrocarbon reservoir searching in the Antarctic Peninsula continental margin structures (by the 17th Ukrainian Antarctic Expedition results),"During the 17th Ukrainian Antarctic Expedition (UAE, 2012) new geophysical data for the West Antarctica bottom structures were obtained. The geophysical investigations included the geoelectric methods of forming a short-pulsed electromagnetic field (FSPEF), vertical electric-resonance sounding (VERS) and the special method of remote sensing (RS) satellite data processing and interpretation. These methods were used for the crustal structure studying and the hydrocarbon accumulations searching in continental margin bottom structures. Detailed geoelectric sections (with depth up to 24km) were constructed for Drake Passage, Scotia Sea and Bransfield Strait tectonic structures as a result of these seasonal works. There are presented some crustal boundaries between stratigraphically heterogeneous layers and deep depth discontinuities. The occurrence of complex fault zones near the coast of South America and the Antarctic Peninsula are showing. Some specific geoelectric boundaries below the Moho presence and the occurrence of possible deep high-temperature zones of rocks may reflect the heterogeneity of Passage bottom structures and available processes of tectonic and magmatic activity with the local areas of modern rifting. Some anomalies of ""oil deposit"" type with total area of about 900 km2 and three new anomalous zones of the ""deposit of gas hydrates"" type were mapped in the UAS ""Academician Vernadsky"" area. These data support the assumption of the possible existence new oil and gas area in this part of the West Antarctica. The parameters of two anomalous zones of the ""deposit of gas hydrates"" type with total thickness of 100 - 500m were determined at the continental slope of the South Shetland Islands. The presence of a number of ""satellite"" anomalous zones beyond the identified anomalies within the BSR-zones shows that gas hydrate reserves of this area are higher than previously calculated. New detailed data for local gas hydrate accumulations confirm the high potential perspectives of this part of the South Shetland margin and allow attributing it to one of the most promising areas of the Antarctic region.",2013,https://doi.org/10.33275/1727-7485.12.2013.241,article,http://uaj.uac.gov.ua/index.php/uaj/article/download/241/181,,,,http://uaj.uac.gov.ua/index.php/uaj/article/download/241/181,,0
A comparative phylogeographic study of pelagic key species in the Arctic and Southern Ocean,"Krill and pteropods play a key role in polar ecosystems, as they provide a large amount of food for larger organisms, linking phytoplankton to higher trophic levels. Despite their important role, little is known about the genetic structure and genetic patterns of these organisms in the Arctic and Southern Ocean. As polar pelagic ecosystems are undergoing drastic changes, it is important to get a more precise knowledge about spatial genetic structures of krill and pteropods, of which several species are impacted by the consequences of environmental changes. 
This study therefore focuses on krill and pteropod species belonging to the bipolar genera Thysanoessa, Limacina and Clione. Phylogeographic patterns were explored by examining their genetic structure with the mitochondrial gene CO1. Samples of the different species were taken at different locations in the Southern Ocean (Antarctic Polar Frontal Zone, Weddell Sea, Antarctic Peninsula region) and in the Arctic (Fram Strait, Greenland Shelf), and compared with existing sequences from public databases. Genetic patterns of Thysanoessa inermis from the Arctic Ocean were compared to those of Thysanoessa macrura from the Southern Ocean. Due to their high pelagic dispersal capacity, a genetic homogeneity was expected, which is higher within swarms than between. A more pronounced genetic heterogeneity, linked to geographic populations and distinct water masses, was expected for the two pteropod genera, including the Arctic Limacina helicina helicina and Clione limacina limacina and Antarctic Limacina helicina antarctica and Clione limacina antarctica. The observed patterns were compared between regions and genera.",2020,NA,article,NA,,,,NA,,0
"Genetic level investigations into the species diversity, biogeography and trophic traits of Antarctic Polychaetes","The diversity and biogeography of the Antarctic benthos has been shaped by its unique history through glacial cycles, the influence of circumpolar current regimes and seasonal food inputs. There is currently a large international research effort to define levels of species diversity, biogeography, functional traits and their sensitivity to changing environmental conditions. These data are vital in setting ecological baselines to monitor the effects of climate change and manage the impacts of human activities in the Southern Ocean. The findings from genetic level analyses into species diversity, biogeography and the trophic traits of two groups of benthic Antarctic polychaetes, an abundant taxa within macrofaunal communities are presented here. The first group contained free-living polychaetes collected from the Scotia, Amundsen and Weddell Seas, whilst the second group consisted of symbiotic polynoids taken from coral host species in the South Orkney Islands Southern Shelf Marine Protected Area. The application of DNA barcoding to a subset of 15 morphologically identified polychaete species (morphospecies) from the free-living polychaetes, uncovered 10 additional cryptic species (these individuals are morphologically identical but genetically distinct) and 10 previously overlooked morphospecies. These findings suggest that the levels of Antarctic benthic diversity may be largely underestimated. The difficulty in determining true ‘species’ from genetic analysis for which there are no genetic cut offs or rules is discussed, as well as the causes of misidentification of soft bodied species within large sample sets. The distribution of cryptic species are often more restricted that that of their original morphospecies. This is potentially related to geographic or reproductive isolation of populations during the speciation process. In this study, the cryptic species previously considered to be circum-Antarctic remained widespread. This demonstrates the importance of considering dispersal mechanisms, including developmental mode and larval biology and subsequently transport via cicrum-Antarctic currents. The determination of trophic traits using both bulk and compound specific stable isotope analysis, revealed high levels of variability within and between species with the same categorical trophic traits. These data suggest a high degree of omnivory coupled with variation at the base of the food web i.e. in 15N of phytoplankton/phytodetritus. The use of genetic and biochemical analyses to describe the symbiotic relationship between polynoid symbionts and their host corals identified polymorphisms with significantly different trophic signatures. The relevance and significance of the findings are discussed with regard to environmental change in the Southern Ocean and the future of Antarctic marine management and scientific research. Antarctica represents one of the most rapidly changing and vulnerable ecosystems on our planet. Any means to mitigate the effects of climate change or to sustainably manage Antarctic marine resources requires international and multidisciplinary research collaborations. Future research should focus on understanding the interacting and changing relationships between the biological, chemical, physical and geological environments.",2017,https://doi.org/10.17638/03017844,dissertation,NA,,,,NA,,0
Growth production of two notothenioid fish species from different geographical regions of the Antarctica,"To date, the ecology and in particular mechanisms influencing the growth and the distribution of Antarctic fish are still poorly understood. This study provides data about the age and growth of two dominant notothenioid fish species: the pelagic keystone species Pleuragramma antarcticum and the benthopelagic species Trematomus eulepidotus. Fish were sampled from different geographical regions of the Antarctic waters during expeditions with the research vessel POLARSTERN in 2003/2004, 2011, and 2012. Age was determined by sagittal otolith increment analysis. By applying the von Bertalanffy growth formula, growth curves for both species from the different study sites of the Antarctica were generated in order to assess their growth performance. Analysis revealed a maximum age of 13 years for P. antarcticum and 19 years for T. eulepidotous. Both species had relatively slow growth with growth coefficients (k) of 0.16 – 0.25 for P. antarcticum and 0.11 – 0.23 for T. eulepidotus and neither grew especially large. Nevertheless, T. eulepidotus achieved larger maximum lengths than P. antarcticum overall. Both species had significantly higher growth rates and a better nutritional condition at lower latitudes of the South Shetland Islands compared to the more southern areas of the eastern Weddell Sea. In this study, growth performances of the two species from different geographical areas are presented and compared both intra- and interspecifically. After Ccomparing these data, it is evident that both species grow faster at higher annual mean temperatures. Furthermore, fast growth coefficients were associated with lower maximum ages and therefore, seem to reduce the longevity of fish.",2013,NA,dissertation,NA,,,,NA,,0
"Assessing the Degradation of Conventional and Biodegradable Microplastics in Soil from King George Island, maritime Antarctica","In recent years, microplastic (MP) pollution has become a global concern, even reaching remote and pristine environments like Antarctica. Antarctica is a sensitive environment, critical to global biodiversity conservation and climate regulation, and therefore has attracted interest for scientific research. Despite its remoteness, King George Island, located in the South Shetland Islands, experiences significant ship traffic due to its strategic location. The island hosts ten permanent research stations and the only airport in the region. Increasing human activity, including tourism and research operations, along with atmospheric and oceanic circulation, has contributed to microplastic contamination in both marine ecosystems and terrestrial soils. In sensitive environments such as the ice-free periglacial zones where most human activities in Antarctica are concentrated, soil plays a critical role in terrestrial ecological processes, such as mediating biological and hydrological processes, as well as nutrient and chemical cycling. The presence of MPs in soil can alter its properties, potentially affecting their ability to perform its essential ecosystem functions.&amp;#160;Biodegradable plastics have been proposed as a solution to mitigate the environmental impacts of conventional plastics. However, their degradation is highly variable across different environments, with incomplete degradation leading to the formation of MP that still pose a threat to ecosystems.This study investigates the degradation of conventional and biodegradable MP on Antarctic soils through an incubation experiment using Cambisol collected from a marine terrace in the Admiralty Bay, King George Island (0-10 cm). The experiment was conducted at 25% moisture and 4&amp;#176;C, with two treatments and four replicates each, where the soil was spiked with conventional and biodegradable MPs. A control treatment, consisting of non-spiked soil, and empty jars as blanks, were also included. CO2 concentration and &amp;#948;13C-CO2 isotopic signatures were measured using cavity ring-down spectroscopy, additionally phospholipid fatty acids (PLFA) analyses allowed us to distinguish between microbial groups. The carbon and nitrogen concentration including corresponding isotopes were assessed using EA-IRMS. MP degradation was evaluated through FTIR carbonyl index analysis and &amp;#948;13C-CO2 mixing model. We will present the preliminary results from this controlled incubation experiment assessing the impact and dynamics of conventional and biodegradable MP on soil from Antarctica.",2025,https://doi.org/10.5194/egusphere-egu25-8316,preprint,NA,,,,NA,,0
Reconstruction of paleo sea ice and climate dynamics based on highly branched isoprenoids at the Western Antartic Peninsula,"In context of rapid environmental change, the investigation of vulnerable parts of the global climate system is the focus of recent research. The assessment of global interactions between a changing climate and Antarctic sea ice, especially at the rapidly warming Western Antarctic Peninsula (WAP), aims to improve climate and ice sheet modelling for future projections. For this, the reconstruction of past sea ice distribution provides crucial information to enhance the capability of climate models. The goal of this thesis is the evaluation of the novel organic sea ice biomarker IPSO25 (ice proxy for the Southern Ocean with 25 carbon atoms) and its application as a new tool for past sea ice reconstructions analogously to its counterpart IP25 in the Arctic Ocean. This organic biomarker is a source specific organic compound from sea ice algae and associated with Antarctic spring sea ice. Information about the significance and limitations of this sea ice biomarker is still sparse and shall be revealed by using surface and downcore marine sediments. Comparisons to independent data such as biomarkers for open marine conditions, diatom assemblages, satellites data, ice core and marine sediment records improve the precise assessment of IPSO25.
The distribution and evaluation of IPSO25 with recent sea ice data is the topic of the first study (Part I). The multiproxy investigation of surface sediment samples from the Drake Passage and the WAP reveals a good agreement of IPSO25 with ecological diatom data and satellite sea ice observations. The implementation of a sea ice index from combined open marine and sea ice biomarkers – PIPSO25 – implies that this tool is promising for paleo sea ice studies. The following two investigations (Part II and III) cover the last 200 a and 17 ka BP, respectively, based on three short and one long sediment records, and highlight the regional significance of IPSO25. Evaluation of the relation to sea salt sodium, methanesulfonic acid, numerical model output and reconstructed atmospheric circulation patterns (El Nino Southern Oscillation, Southern Annular Mode and Southern Westerly Winds) reveals that IPSO25 and PIPSO25 more likely indicate seasonal and dynamic sea ice changes than sea ice quantities. The development of past sea ice during the deglaciation and the Holocene at the WAP shows a significant change in sea ice seasonality in agreement with past investigations. The influence of the El Nino Southern Oscillation, the Southern Annular Mode and the Southern Westerly Winds is evident in sea ice biomarker production pattern due to high variability and the latitudinal position of westerly winds at the WAP.
This thesis provides new reference data for paleo sea ice studies and provides a first research approach in further application of IPSO25, PIPSO25 and paleo sea ice investigations in Antarctica and the Southern Ocean.",2020,https://doi.org/10.26092/elib/197,dissertation,NA,,,,NA,,0
"Changes in Climate and Moisture Availability in the Antarctic Eocene, Oligocene, and Miocene: Evidence from Palynological and Stable Isotope Geochemical Analyses of the SHALDRIL and ANDRILL Cores","Prior to the Late Eocene, the Antarctic continent experienced lush vegetation under temperate conditions. Just before the Eocene/Oligocene Boundary, the climate of the southernmost continent began to deteriorate dramatically. This cooling trend largely continued until most Antarctic vegetation disappeared, ~13.85-12.8 Ma. Classifying the nature and cause of Antarctica’s drastic climate change is essential for furthering our knowledge of Earth’s history, and also for grasping the potential effects of current and future climate shifts. Here, I present evidence from three new palynomorph-centric studies that deepen our understanding of Antarctic earth science, climate change, and of climate proxies. The first study involved analyzing the stable carbon isotopes (δ13C) of Nothofagidites fusca palynomorphs from the Late Eocene, Antarctic Peninsula region. We found that pollen Δ13C generally decreased through time, just prior to the Eocene/Oligocene Boundary, suggesting a decrease in water availability to plants. This decrease in moisture availability was likely caused by increased glaciation, decreased run off, decreased precipitation, or a combination of these factors. In the second study, the potential for using Nothofagus sp. pollen size as a proxy for changes in moisture availability was assessed. We found a significant relationship between pollen grain size and precipitation (as precipitation decreased, pollen size increased), suggesting this is a viable method for studying climate change. We then applied this method to Antarctic Eocene, Oligocene, and Miocene fossil Nothofagidites lachlaniae pollen and observed an overall increasing trend in pollen grain size from the Eocene through the Early Miocene, indicating that precipitation was decreasing in Antarctica during this time, and coincident with increased glaciation and decreased palynomorph abundance. Lastly, a standard palynological analysis was conducted on the lower sections of the ANDRILL 2A core from the Middle Miocene. Palynomorph abundance and diversity were generally sparse, indicating that the climate was likely cold and dry. However, two brief, warmer intervals were discovered prior to the Mid-Miocene Climatic Optimum. These data are compared with previously obtained palynological data from the upper section of AND-2A and with additional studies from the same core and other climate proxies (e.g. pCO2, leaf wax data, macro fossil presence, sedimentology, orbital cyclicity).",2014,https://doi.org/10.31390/gradschool_dissertations.1519,dissertation,https://repository.lsu.edu/cgi/viewcontent.cgi?article=2518&context=gradschool_dissertations,,,,https://repository.lsu.edu/cgi/viewcontent.cgi?article=2518&context=gradschool_dissertations,,0
Children of the ‘Golden Age’ Gordon de Quetteville Robin,"This is the third in a series of biographies entitled ‘Children of the Golden Age,’ the purpose of which is to describe the background and contributions of significant living figures in polar research who began their scientific careers following World War II. Born on 17 January 1921 in Melbourne, Gordon de Quetteville Robin was educated at Wesley College and the University of Melbourne, graduating in physics with an MSc in 1942. Following submarine training in Scotland, he served in HMS Stygian in the Pacific. Soon after commencing as a research student in nuclear physics at Birmingham University, he joined the Falkland Islands Dependencies Survey and was the first base commander at Signy Station in the South Orkney Islands (1947–48). In 1949–52 he was third-in-command on the Norwegian–British–Swedish Antarctic Expedition responsible for the successful oversnow seismic ice thickness campaign. In 1958, following a brief sojourn in Canberra, he was appointed the first full-time director of the Scott Polar Research Institute in Cambridge. During the next 24 years he developed SPRI into a world-class research institute. In the austral summer 1959–60 he undertook research operating from RRS John Biscoe in the Weddell Sea into the penetration of ocean waves into pack ice. During the early 1960s he stimulated development of radio echo sounding (RES) with Dr Stan Evans, which remains the standard technique for ice-thickness measurement. He undertook experimental fieldwork in Northwest Greenland in 1964 and airborne sounding in Canada in 1966. He was responsible for organising international collaborative programmes of airborne RES in Antarctica with American air support, leading fieldwork in 1967–68, 1969–70, and 1974–75. He was elected secretary of the Scientific Committee on Antarctic Research in 1958, serving for 12 years, and was president between 1970 and 1974. In 1975 he developed with Dr Terence Armstrong a postgraduate course in Polar Studies at SPRI. He retired as director in 1982 and continues his interests in glaciology as a senior research associate at SPRI.",2003,https://doi.org/10.1017/s0032247402002814,article,NA,,,,NA,,0
"Peer Review #2 of ""Effects of macroalgae loss in an Antarctic marine food web: applying extinction thresholds to food web studies (v0.1)""","Antarctica is seriously affected by climate change, particularly at the Western Antarctic Peninsula (WAP) where a rapid regional warming is observed.Potter Cove is a WAP fjord at Shetland Islands that constitutes a biodiversity hotspot where over the last years, Potter Cove annual air temperatures averages increased by 0.66°C, coastal glaciers declined, and suspended particulate matter increased due to ice melting.Macroalgae are the main energy source for all consumers and detritivores of Potter Cove.Some effects of climate change favor pioneer macroalgae species that exploit new ice-free areas and can also decline rates of photosynthesis and intensify competition between species due to the increase of suspended particulate matter.In this study, we evaluated possible consequences of climate change at Potter Cove food web by simulating the extinction of macroalgae and detritus using a topological approach with thresholds of extinction.Thresholds represent the minimum number of incoming links necessary for species' survival.When we simulated the extinctions of macroalgae species at random,a threshold of extinction beyond 50 % was necessary to obtain a significant number of secondary extinctions, while with a 75 % threshold a real collapse of the food web occurred.Our results indicate that Potter Cove food web is relative robust to macroalgae extinction.This is dramatically different from what has been found in other food webs, where the reduction of 10 % in prey intake caused a disproportionate increase of secondary extinctions.Robustness of the Potter Cove food web was mediated by omnivory and redundancy, which had an important relevance in this food web.When we eliminated larger-biomass species more secondary extinctions occurred, a similar response was observed when more connected species were deleted, yet there was no correlation between species of largerbiomass and high-degree.This similarity could be explained because both criteria involved key species that produced an emerging effect on the food web.In this way, large-biomass",2018,https://doi.org/10.7287/peerj.5531v0.1/reviews/2,peer-review,https://peerj.com/articles/5531v0.3/submission,,,,https://peerj.com/articles/5531v0.3/submission,,0
"Peer Review #2 of ""Effects of macroalgae loss in an Antarctic marine food web: applying extinction thresholds to food web studies (v0.2)""","Antarctica is seriously affected by climate change, particularly at the Western Antarctic Peninsula (WAP) where a rapid regional warming is observed.Potter Cove is a WAP fjord at Shetland Islands that constitutes a biodiversity hotspot where over the last years, Potter Cove annual air temperatures averages increased by 0.66°C, coastal glaciers declined, and suspended particulate matter increased due to ice melting.Macroalgae are the main energy source for all consumers and detritivores of Potter Cove.Some effects of climate change favor pioneer macroalgae species that exploit new ice-free areas and can also decline rates of photosynthesis and intensify competition between species due to the increase of suspended particulate matter.In this study, we evaluated possible consequences of climate change at Potter Cove food web by simulating the extinction of macroalgae and detritus using a topological approach with thresholds of extinction.Thresholds represent the minimum number of incoming links necessary for species' survival.When we simulated the extinctions of macroalgae species at random,a threshold of extinction beyond 50 % was necessary to obtain a significant number of secondary extinctions, while with a 75 % threshold a real collapse of the food web occurred.Our results indicate that Potter Cove food web is relative robust to macroalgae extinction.This is dramatically different from what has been found in other food webs, where the reduction of 10 % in prey intake caused a disproportionate increase of secondary extinctions.Robustness of the Potter Cove food web was mediated by omnivory and redundancy, which had an important relevance in this food web.When we eliminated larger-biomass species more secondary extinctions occurred, a similar response was observed when more connected species were deleted, yet there was no correlation between species of largerbiomass and high-degree.This similarity could be explained because both criteria involved key species that produced an emerging effect on the food web.In this way, large-biomass",2018,https://doi.org/10.7287/peerj.5531v0.2/reviews/2,peer-review,https://peerj.com/articles/5531v0.3/submission,,,,https://peerj.com/articles/5531v0.3/submission,,0
"Peer Review #1 of ""Effects of macroalgae loss in an Antarctic marine food web: applying extinction thresholds to food web studies (v0.1)""","Antarctica is seriously affected by climate change, particularly at the Western Antarctic Peninsula (WAP) where a rapid regional warming is observed.Potter Cove is a WAP fjord at Shetland Islands that constitutes a biodiversity hotspot where over the last years, Potter Cove annual air temperatures averages increased by 0.66°C, coastal glaciers declined, and suspended particulate matter increased due to ice melting.Macroalgae are the main energy source for all consumers and detritivores of Potter Cove.Some effects of climate change favor pioneer macroalgae species that exploit new ice-free areas and can also decline rates of photosynthesis and intensify competition between species due to the increase of suspended particulate matter.In this study, we evaluated possible consequences of climate change at Potter Cove food web by simulating the extinction of macroalgae and detritus using a topological approach with thresholds of extinction.Thresholds represent the minimum number of incoming links necessary for species' survival.When we simulated the extinctions of macroalgae species at random,a threshold of extinction beyond 50 % was necessary to obtain a significant number of secondary extinctions, while with a 75 % threshold a real collapse of the food web occurred.Our results indicate that Potter Cove food web is relative robust to macroalgae extinction.This is dramatically different from what has been found in other food webs, where the reduction of 10 % in prey intake caused a disproportionate increase of secondary extinctions.Robustness of the Potter Cove food web was mediated by omnivory and redundancy, which had an important relevance in this food web.When we eliminated larger-biomass species more secondary extinctions occurred, a similar response was observed when more connected species were deleted, yet there was no correlation between species of largerbiomass and high-degree.This similarity could be explained because both criteria involved key species that produced an emerging effect on the food web.In this way, large-biomass",2018,https://doi.org/10.7287/peerj.5531v0.1/reviews/1,peer-review,https://peerj.com/articles/5531v0.3/submission,,,,https://peerj.com/articles/5531v0.3/submission,,0
"Using seafloor characteristics as indicators for past, modern and future marine environments in Potter Cove, King George Island, Antarctica","The objective of this PhD thesis is to delineate past, modern and future environments in Potter Cove, a small tributary embayment on King George Island, South Shetland Islands, Antarctica. It is aimed to assess past and modern impacts of climate change on this representative coastal system and to suggest future developments under the recent climatic trend. Seafloor characteristics have been investigated using hydroacoustics, underwater video recordings and sediment samples. Multivariate analyses were applied to faciliate and improve the data processing and the objective interpretation of the data sets. The majority of the data was acquired during two field campaigns within the international research programme IMCOAST during the austral summer season of 2010/2011 and 2011/2012. 
The deglaciation history of King George Island is still debated and subject of numerous scientific studies. In this thesis, high-resolution swath bathymetry, shallow seismics and one sediment core allowed the delineation of submarine landforms and sub-bottom characteristics in Potter Cove that are instrumental to reconstruct glacial dynamics during the Late Holocene. Furthermore, ancient and modern environmental processes are described and interpreted. The results reveal the occurrence of moraine deposits and glacial lineations in the inner part of the cove. The seafloor is made up of glacial debris that has been deposited underneath or in direct vicinity of grounded ice. This deposit is covered by a thin layer of meltwater-derived sediments. The moraine ridges evidence the occurrence of glacial stillstands and potential readvances since 2.6 cal kyr BP. Landforms on the slope in the outer cove include channel structures, ice plough marks and pockmarks. The seafloor consists of gravity flow deposits that result from sediment disturbance by deep-keeled icebergs and from sediment overload. The latter was most likely caused by the accumulation of glacial debris on top of the slope, when the glacier was situated in direct proximity. Furthermore, submarine channel structures that were eroded by meltwater discharge or turbidity currents, transport until today large amounts of sediments onto the slope.
The modern habitat distribution in Potter Cove was assessed with an acoustic seabed discrimination system that was validated by underwater video images using a linear discriminant approach. Due to the absence of wave and current measurements in the study area, bed shear stress estimates were calculated to delineate zones prone to sediment erosion. On the basis of the investigations, two habitat classes were identified in Potter Cove. The soft-sediment habitat consists of fine sediments with a scattered occurrence of echinodermata, ascidians and pennatulids. The stone habitat is instead characterised by the occurrence of stone and boulder fields with occasional sediment patches and various abundances of different macroalgae species. The habitat distribution is mainly controlled by erosion processes besides sediment supply and coastal morphology. Furthermore, seafloor characteristics in the soft-sediment habitat have been assessed in detail and subsequently attributed to environmental processes present in the study area. Sediment cores were used to identify depositional trends. A fuzzy cluster analysis was applied to classify this habitat into different marine deposition zones, including the central depressions, the transitional environment, the shallow water environment and the glacier-proximal setting. 
Predictions for the future development of Potter Cove have been made based on global climate scenarios. Rapid glacial retreat has caused the establishment of the Fourcade Glacier at the land-sea interface. The predicted warming trend will sooner or later result in a complete retreat on land and change the glacier-proximal cove environment into a glacier-distal setting. Enhanced precipitation rates and stronger south-westerly winds will additionally relocate and enhance terrestrial discharge and furthermore result in changes within the water circulation system. A rather calm seafloor environment is assumed for the deeper innermost part of the cove, whereas energy conditions will be increased in the outer part and along the shallow rims of the cove. The seafloor in the outer cove will be subject to enhanced mass flow events and disturbance by ice. Regarding the habitat distribution, an expansion of the stone habitat into the cove and into deeper waters is predicted with long-term effects on the marine ecosystems in Potter Cove. The marine zonation in the soft-sediment habitat will experience a change in sediment characteristics and will shift according to new meltwater pathways and the relocation of the erosion-prone areas.",2015,NA,dissertation,NA,,,,NA,,0
Reconstructions of Late Holocene Climate Using Ice-entombed Mosses and Sub-fossil Peat on the Western Antarctic Peninsula,"The western Antarctic Peninsula (WAP) is one of three regions on Earth that have experienced the greatest warming over recent decades. Here we used paleo records from fossil mosses and peats on the WAP to explore a new paleoclimate archive that links climate, cryosphere and ecosystem dynamics for reconstructing climate change in recent millennia. Continuing retreat of ice and permanent snow has recently exposed numerous entombed mosses and intact peatbank ecosystems along the WAP around 65 S latitude that have been buried under ice and snow during the cold “Little Ice Age” (LIA). Radiocarbon dating indicates ages of 850-600 cal yr BP from re-exposed moss samples from retreating ice and of 100 cal yr BP from near shrinking snow. This age difference suggests that initial climate cooling and subsequent ice advance overran peatbanks immediately below the ice margin at the onset of the LIA, followed by permanent snow expansion often from low elevation upslope at the end of the LIA. Furthermore, detailed macrofossil and pollen analysis of a peat core from a moss peatbank on nearby mainland Antarctic Peninsula show dramatic shifts from a waterlogged peatland dominated by pure stands of Antarctic hairgrass (Deschampsia antarctica) before the LIA at 2400-600 cal yr BP to an aerobic peatbank dominated by erect mosses Polytrichum strictum and Chorisodontium aciphyllum in the last 50 years. At present the nearest known occurrence of Deschampsia “bog peats” is in South Georgia, about 1900 km north at 54 S, a location having a mean annual temperature 6 C higher than the study region on the WAP. If we use this modern spatial relationship as an analogue, then this suggests that the climate a few centuries ago was much warmer (up to 6 C) than today and supported very different ecosystems on the WAP. Our results show that these re-exposed sub-fossil mosses and peats are potentially very useful for the reconstructions of coastal low-elevation terrestrial climates. These records will not only complement climate histories as we know mostly from marine and ice core records but also provide more relevant environmental settings for understanding animal and ecosystem dynamics on the WAP.",2015,NA,article,NA,,,,NA,,0
"Dataset of observations of Trichocera maculipennis (Diptera) in Navarino Island (Cape Horn Biosphere Reserve), Chile","During the 2022/23 austral winter, large swarms of Trichocera (Saltrichocera) maculipennis Meigen, 1818 (Diptera: Trichoceridae) were observed around house roofs in Puerto Williams (Navarino Island, southern Chile, 54°S). In January 2023, the presence of this species was also confirmed in Punta Arenas (53°S), with specimens collected within Chilean Antarctic Institute (INACH) warehouse facilities. No swarms or individuals have yet been observed in other urban or rural areas around Punta Arenas. Trichocera maculipennis is native to the Holarctic region and became established on King George Island (South Shetland Islands, Maritime Antarctic) over 15 years ago. The source of the King George Island population has not yet been confirmed, although a South American logistics hub is regarded as the most plausible. However, the species has not previously been reported from South America. Taxonomic and molecular identification techniques were used to confirm the identity of the new specimens obtained from Navarino Island and Punta Arenas. Preliminary observations of the fly’s habitat preferences and swarming behavior in Puerto Williams are provided, as well as comparisons in wing morphometrics between flies from Puerto Williams and King George Island. The fly's extensive distribution and high abundance in Puerto Williams are consistent with human-facilitated introduction and several years’ establishment. The most likely source of colonization event(s) to Puerto Williams is/are from an as yet unreported southern Chilean source population, with the new observations of small numbers of individuals in Punta Arenas being consistent with this. Such a source is also most plausible for King George Island. An alternative, less plausible, hypothesis is of ‘back transfer’ from King George Island to continental South America, although this does not give a clear direct link with Puerto Williams. These new observations highlight the urgent need for survey work particularly around human settlements in the Cape Horn archipelago and elsewhere in southern Patagonia and Tierra del Fuego, to better understand the invasive potential and possible routes for colonization of this species. These findings emphasize the importance of implementing robust management strategies and biosecurity measures, particularly during transportation between logistical hubs in southern South America and the remote areas of the Cape Horn Biosphere Reserve and Antarctica.",2024,https://doi.org/10.5281/zenodo.10524990,dataset,https://zenodo.org/doi/10.5281/zenodo.10524990,,,,NA,,0
The role of sea ice biota for the ecosystem in the north-western Weddell Sea,"The western Weddell Sea along the northward branch of the Weddell Gyre is a region of major outflow of various water masses, thick sea ice, and biogeochemical matter, linking the Antarctic continent to the world oceans. This region is undergoing dramatic changes due to the breakup of ice shelves along the Antarctic Peninsula, however, its perennial sea ice cover is among the thickest on Earth and thus make it hard accessible and extensive information on biogeochemical variables and biodiversity are still lacking. During the interdisciplinary Weddell Sea Ice (WedIce) project, carried out in the northwestern Weddell Sea on board the German icebreaker RV Polarstern in spring 2019, in-situ snow and ice sampling including biodiversity and biogeochemical studies were carried out. We investigated mostly second- and third-year ice and station work was accompanied by airborne ice-thickness surveys. Preliminary results show mean ice thicknesses between 2.6 and 5.4 m, increasing from the Antarctic Sound towards the Larsen B region. Due to the summer’s thaw, an average of 0.14 m of superimposed ice was found in all studied ice cores. Although there was rotten ice below a solid, ~30 cm thick surface-ice layer, pronounced gap layers, typical for late summer ice in the marginal ice zone, were rare and high algal biomass, dominated by Phaeocystis, was only found north of the Antarctic Sound. However, diatom dominated standing stocks of integrated sea ice algae biomass are among the highest in Antarctica and the spatial variability in standing stocks and vertical distribution are likely governed by the origin of the sampled ice floe. Despite high macro-nutrient concentrations of the water, the biomass of the flagellate dominated phytoplankton was negligible for primary production in the entire region. It thus can be concluded that despite changing light condition for the phytoplankton, sea ice derived carbon represents an important source for higher trophic levels in this Region.",2020,NA,article,NA,,,,NA,,0
